transaction_id,customer_id,transaction_date,merchant_category,gross_amount,city,payment_mode,status,card_tier,cashback_rate,credit_limit,cashback_amount,net_transaction,transaction_year,transaction_month,transaction_quarter,day_of_week,utilisation_flag,txn_size_bucket,is_weekend,is_approved,is_outlier
TXN0006738,CUST00489,2023-02-18 10:58:00,Grocery,2678.9,Jaipur,Contactless,Approved,Infinite,0.02,1057239,53.58,2625.32,2023,2,1,Saturday,0,Small (1K-5K),1,1,0
TXN0006739,CUST00853,2024-10-07 01:57:00,Healthcare,3311.65,Mumbai,Online,Approved,Classic,0.005,88290,16.56,3295.09,2024,10,4,Monday,0,Small (1K-5K),0,1,0
TXN0006740,CUST00013,2023-05-02 19:34:00,Grocery,2112.75,Chennai,Online,Approved,Platinum,0.015,316663,31.69,2081.06,2023,5,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0006741,CUST00716,2023-12-02 15:21:00,Dining,1080.03,Delhi,Emi,Approved,Platinum,0.015,493407,16.2,1063.83,2023,12,4,Saturday,0,Small (1K-5K),1,1,0
TXN0006742,CUST00869,2023-11-02 15:13:00,Dining,110.17,Hyderabad,Contactless,Approved,Platinum,0.015,550467,1.65,108.52,2023,11,4,Thursday,0,Micro (<1K),0,1,0
TXN0006743,CUST00075,2024-07-09 16:49:00,Travel,21764.63,Kolkata,Swipe,Approved,Gold,0.01,204921,217.65,21546.98,2024,7,3,Tuesday,0,Large (15K-50K),0,1,1
TXN0006744,CUST00961,2023-01-01 17:18:00,Dining,1818.8,Chennai,Swipe,Approved,Classic,0.005,129129,9.09,1809.71,2023,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0006745,CUST00264,2023-07-04 15:19:00,Grocery,566.67,Mumbai,Swipe,Approved,Gold,0.01,271275,5.67,561.0,2023,7,3,Tuesday,0,Micro (<1K),0,1,0
TXN0006746,CUST00087,2023-01-25 12:10:00,Grocery,1268.62,Bengaluru,Swipe,Approved,Gold,0.01,296001,12.69,1255.93,2023,1,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0006747,CUST00322,2024-06-06 05:32:00,Grocery,2865.38,Lucknow,Online,Approved,Gold,0.01,171491,28.65,2836.73,2024,6,2,Thursday,0,Small (1K-5K),0,1,0
TXN0006748,CUST00931,2023-11-30 00:28:00,Travel,13707.19,Jaipur,Contactless,Approved,Classic,0.005,121376,68.54,13638.65,2023,11,4,Thursday,0,Medium (5K-15K),0,1,1
TXN0006749,CUST00111,2023-06-17 11:20:00,Online Shopping,2631.23,Mumbai,Swipe,Approved,Classic,0.005,120644,13.16,2618.07,2023,6,2,Saturday,0,Small (1K-5K),1,1,0
TXN0006750,CUST00914,2023-08-18 05:00:00,Grocery,1206.56,Lucknow,Online,Declined,Classic,0.005,140357,6.03,1200.53,2023,8,3,Friday,0,Small (1K-5K),0,0,0
TXN0006751,CUST00006,2024-01-15 22:08:00,Online Shopping,3069.45,Hyderabad,Online,Approved,Classic,0.005,79256,15.35,3054.1,2024,1,1,Monday,0,Small (1K-5K),0,1,0
TXN0006752,CUST00151,2024-07-03 11:04:00,Fuel,656.47,Chennai,Online,Approved,Platinum,0.015,438091,9.85,646.62,2024,7,3,Wednesday,0,Micro (<1K),0,1,0
TXN0006753,CUST00517,2023-11-24 11:57:00,Healthcare,2548.68,Lucknow,Contactless,Approved,Classic,0.005,138777,12.74,2535.94,2023,11,4,Friday,0,Small (1K-5K),0,1,0
TXN0006754,CUST00850,2023-02-27 03:12:00,Healthcare,2569.95,Bengaluru,Emi,Reversed,Gold,0.01,161931,25.7,2544.25,2023,2,1,Monday,0,Small (1K-5K),0,0,0
TXN0006755,CUST00008,2023-12-04 05:16:00,Entertainment,2568.65,Bengaluru,Online,Approved,Platinum,0.015,353736,38.53,2530.12,2023,12,4,Monday,0,Small (1K-5K),0,1,0
TXN0006756,CUST00267,2024-04-24 02:05:00,Grocery,1959.18,Mumbai,Online,Approved,Gold,0.01,266164,19.59,1939.59,2024,4,2,Wednesday,0,Small (1K-5K),0,1,0
TXN0006757,CUST00020,2024-03-24 17:32:00,Electronics,20275.63,Pune,Online,Approved,Classic,0.005,53478,101.38,20174.25,2024,3,1,Sunday,1,Large (15K-50K),1,1,1
TXN0006758,CUST00174,2024-04-30 21:48:00,Fuel,3478.63,Hyderabad,Online,Approved,Classic,0.005,81385,17.39,3461.24,2024,4,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0006759,CUST00238,2023-12-20 00:46:00,Healthcare,1365.42,Ahmedabad,Online,Approved,Classic,0.005,62363,6.83,1358.59,2023,12,4,Wednesday,0,Small (1K-5K),0,1,0
TXN0006760,CUST00017,2024-01-06 03:13:00,Entertainment,1062.72,Pune,Contactless,Approved,Classic,0.005,80495,5.31,1057.41,2024,1,1,Saturday,0,Small (1K-5K),1,1,0
TXN0006761,CUST00961,2024-09-29 23:44:00,Grocery,1852.72,Bengaluru,Online,Approved,Classic,0.005,129129,9.26,1843.46,2024,9,3,Sunday,0,Small (1K-5K),1,1,0
TXN0006762,CUST00801,2023-05-04 16:40:00,Fuel,860.34,Kolkata,Emi,Approved,Gold,0.01,154520,8.6,851.74,2023,5,2,Thursday,0,Micro (<1K),0,1,0
TXN0006763,CUST00258,2023-10-01 02:32:00,Electronics,15646.51,Bengaluru,Swipe,Approved,Gold,0.01,290584,156.47,15490.04,2023,10,4,Sunday,0,Large (15K-50K),1,1,1
TXN0006764,CUST00605,2023-01-26 11:47:00,Dining,2847.05,Jaipur,Online,Approved,Classic,0.005,107654,14.24,2832.81,2023,1,1,Thursday,0,Small (1K-5K),0,1,0
TXN0006765,CUST00461,2023-04-05 09:06:00,Dining,2561.0,Ahmedabad,Online,Approved,Classic,0.005,86517,12.8,2548.2,2023,4,2,Wednesday,0,Small (1K-5K),0,1,0
TXN0006766,CUST00489,2023-05-11 00:45:00,Healthcare,5864.54,Bengaluru,Contactless,Approved,Infinite,0.02,1057239,117.29,5747.25,2023,5,2,Thursday,0,Medium (5K-15K),0,1,0
TXN0006767,CUST00160,2023-01-04 15:16:00,Online Shopping,2915.5,Delhi,Swipe,Approved,Gold,0.01,202143,29.16,2886.34,2023,1,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0006768,CUST00417,2024-10-09 01:17:00,Travel,5224.91,Bengaluru,Online,Approved,Classic,0.005,55482,26.12,5198.79,2024,10,4,Wednesday,0,Medium (5K-15K),0,1,0
TXN0006769,CUST00346,2024-01-18 02:21:00,Entertainment,3079.24,Hyderabad,Online,Approved,Gold,0.01,176209,30.79,3048.45,2024,1,1,Thursday,0,Small (1K-5K),0,1,0
TXN0006770,CUST00932,2024-03-14 18:38:00,Travel,13288.64,Bengaluru,Online,Approved,Platinum,0.015,417864,199.33,13089.31,2024,3,1,Thursday,0,Medium (5K-15K),0,1,1
TXN0006771,CUST00950,2023-08-06 06:51:00,Grocery,565.15,Jaipur,Online,Approved,Gold,0.01,221367,5.65,559.5,2023,8,3,Sunday,0,Micro (<1K),1,1,0
TXN0006772,CUST00974,2023-06-07 15:26:00,Grocery,5572.47,Lucknow,Online,Approved,Classic,0.005,135394,27.86,5544.61,2023,6,2,Wednesday,0,Medium (5K-15K),0,1,0
TXN0006773,CUST00641,2024-12-17 19:09:00,Grocery,2392.02,Delhi,Contactless,Declined,Classic,0.005,120545,11.96,2380.06,2024,12,4,Tuesday,0,Small (1K-5K),0,0,0
TXN0006774,CUST00666,2024-01-27 17:36:00,Dining,100.0,Ahmedabad,Online,Approved,Classic,0.005,127580,0.5,99.5,2024,1,1,Saturday,0,Micro (<1K),1,1,0
TXN0006775,CUST00410,2024-08-20 08:28:00,Dining,3109.08,Kolkata,Contactless,Approved,Classic,0.005,54722,15.55,3093.53,2024,8,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0006776,CUST00568,2023-08-20 16:29:00,Fuel,351.71,Mumbai,Contactless,Approved,Classic,0.005,63970,1.76,349.95,2023,8,3,Sunday,0,Micro (<1K),1,1,0
TXN0006777,CUST00826,2024-09-18 06:02:00,Fuel,2430.73,Pune,Swipe,Approved,Platinum,0.015,362681,36.46,2394.27,2024,9,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0006778,CUST00698,2024-08-03 04:43:00,Grocery,3510.93,Pune,Online,Approved,Gold,0.01,160553,35.11,3475.82,2024,8,3,Saturday,0,Small (1K-5K),1,1,0
TXN0006779,CUST00098,2024-01-14 05:54:00,Dining,2413.25,Jaipur,Swipe,Approved,Classic,0.005,124341,12.07,2401.18,2024,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0006780,CUST00297,2023-07-28 19:03:00,Dining,3200.48,Lucknow,Online,Approved,Platinum,0.015,414137,48.01,3152.47,2023,7,3,Friday,0,Small (1K-5K),0,1,0
TXN0006781,CUST00788,2024-01-20 01:23:00,Electronics,27154.14,Ahmedabad,Online,Approved,Classic,0.005,122848,135.77,27018.37,2024,1,1,Saturday,0,Large (15K-50K),1,1,1
TXN0006782,CUST00029,2024-02-27 06:26:00,Grocery,4727.96,Kolkata,Contactless,Approved,Gold,0.01,222926,47.28,4680.68,2024,2,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0006783,CUST00369,2023-02-16 14:05:00,Grocery,2388.42,Kolkata,Swipe,Approved,Classic,0.005,67601,11.94,2376.48,2023,2,1,Thursday,0,Small (1K-5K),0,1,0
TXN0006784,CUST00741,2023-06-02 09:53:00,Online Shopping,3465.96,Chennai,Online,Approved,Gold,0.01,262296,34.66,3431.3,2023,6,2,Friday,0,Small (1K-5K),0,1,0
TXN0006785,CUST00296,2023-05-07 06:30:00,Entertainment,1257.34,Delhi,Swipe,Approved,Gold,0.01,227780,12.57,1244.77,2023,5,2,Sunday,0,Small (1K-5K),1,1,0
TXN0006786,CUST00457,2023-07-30 19:54:00,Grocery,4148.38,Lucknow,Emi,Approved,Classic,0.005,53101,20.74,4127.64,2023,7,3,Sunday,0,Small (1K-5K),1,1,0
TXN0006787,CUST00897,2023-11-01 19:05:00,Travel,8163.73,Chennai,Online,Approved,Classic,0.005,57894,40.82,8122.91,2023,11,4,Wednesday,0,Medium (5K-15K),0,1,0
TXN0006788,CUST00581,2023-05-21 20:20:00,Dining,2562.66,Mumbai,Contactless,Approved,Gold,0.01,289233,25.63,2537.03,2023,5,2,Sunday,0,Small (1K-5K),1,1,0
TXN0006789,CUST00403,2024-07-02 02:36:00,Fuel,1512.08,Lucknow,Online,Approved,Gold,0.01,297038,15.12,1496.96,2024,7,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0006790,CUST00638,2023-08-16 13:24:00,Electronics,10423.6,Pune,Online,Approved,Classic,0.005,148759,52.12,10371.48,2023,8,3,Wednesday,0,Medium (5K-15K),0,1,1
TXN0006791,CUST00540,2024-08-15 09:55:00,Grocery,3921.14,Delhi,Emi,Approved,Classic,0.005,87196,19.61,3901.53,2024,8,3,Thursday,0,Small (1K-5K),0,1,0
TXN0006792,CUST00063,2023-07-14 13:19:00,Fuel,2549.33,Mumbai,Online,Approved,Platinum,0.015,341833,38.24,2511.09,2023,7,3,Friday,0,Small (1K-5K),0,1,0
TXN0006793,CUST00297,2023-08-01 13:22:00,Dining,100.0,Mumbai,Online,Approved,Platinum,0.015,414137,1.5,98.5,2023,8,3,Tuesday,0,Micro (<1K),0,1,0
TXN0006794,CUST00083,2024-11-25 22:12:00,Dining,1031.57,Mumbai,Online,Approved,Classic,0.005,71417,5.16,1026.41,2024,11,4,Monday,0,Small (1K-5K),0,1,0
TXN0006795,CUST00650,2023-03-28 21:19:00,Dining,100.0,Hyderabad,Contactless,Approved,Gold,0.01,264251,1.0,99.0,2023,3,1,Tuesday,0,Micro (<1K),0,1,0
TXN0006796,CUST00063,2023-11-19 22:38:00,Travel,9746.83,Chennai,Swipe,Approved,Platinum,0.015,341833,146.2,9600.63,2023,11,4,Sunday,0,Medium (5K-15K),1,1,1
TXN0006797,CUST00913,2023-10-14 11:26:00,Dining,1553.92,Chennai,Online,Approved,Gold,0.01,268096,15.54,1538.38,2023,10,4,Saturday,0,Small (1K-5K),1,1,0
TXN0006798,CUST00439,2024-07-19 03:23:00,Dining,1373.36,Mumbai,Contactless,Approved,Gold,0.01,237080,13.73,1359.63,2024,7,3,Friday,0,Small (1K-5K),0,1,0
TXN0006799,CUST00552,2023-02-02 17:37:00,Dining,2885.84,Pune,Swipe,Approved,Platinum,0.015,549108,43.29,2842.55,2023,2,1,Thursday,0,Small (1K-5K),0,1,0
TXN0006800,CUST00690,2023-11-24 03:58:00,Grocery,2995.66,Bengaluru,Online,Approved,Classic,0.005,52540,14.98,2980.68,2023,11,4,Friday,0,Small (1K-5K),0,1,0
TXN0006801,CUST00741,2023-10-28 12:44:00,Fuel,4172.68,Hyderabad,Online,Approved,Gold,0.01,262296,41.73,4130.95,2023,10,4,Saturday,0,Small (1K-5K),1,1,0
TXN0006802,CUST00355,2023-08-27 20:59:00,Grocery,3140.94,Chennai,Swipe,Approved,Classic,0.005,82018,15.7,3125.24,2023,8,3,Sunday,0,Small (1K-5K),1,1,0
TXN0006803,CUST00345,2023-04-21 17:28:00,Grocery,3163.03,Hyderabad,Online,Approved,Classic,0.005,123792,15.82,3147.21,2023,4,2,Friday,0,Small (1K-5K),0,1,0
TXN0006804,CUST00563,2024-09-24 17:37:00,,4043.99,Hyderabad,Contactless,Approved,Classic,0.005,69342,20.22,4023.77,2024,9,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0006805,CUST00361,2024-05-05 13:49:00,Fuel,1984.79,Lucknow,Online,Approved,Classic,0.005,142214,9.92,1974.87,2024,5,2,Sunday,0,Small (1K-5K),1,1,0
TXN0006806,CUST00410,2023-08-22 07:43:00,Entertainment,1045.25,Mumbai,Swipe,Approved,Classic,0.005,54722,5.23,1040.02,2023,8,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0006807,CUST00247,2023-02-17 04:12:00,Travel,10590.1,Delhi,Online,Approved,Classic,0.005,138259,52.95,10537.15,2023,2,1,Friday,0,Medium (5K-15K),0,1,1
TXN0006808,CUST00056,2023-01-09 08:09:00,Grocery,2273.11,Delhi,Emi,Approved,Platinum,0.015,400814,34.1,2239.01,2023,1,1,Monday,0,Small (1K-5K),0,1,0
TXN0006809,CUST00655,2023-08-04 07:52:00,Fuel,2124.63,Delhi,Swipe,Approved,Classic,0.005,137670,10.62,2114.01,2023,8,3,Friday,0,Small (1K-5K),0,1,0
TXN0006810,CUST00458,2023-08-16 22:33:00,Fuel,2708.79,Lucknow,Swipe,Approved,Gold,0.01,200627,27.09,2681.7,2023,8,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0006811,CUST00910,2024-06-21 20:48:00,Dining,2070.07,Mumbai,Emi,Approved,Classic,0.005,70517,10.35,2059.72,2024,6,2,Friday,0,Small (1K-5K),0,1,0
TXN0006812,CUST00973,2023-09-03 03:42:00,Online Shopping,3207.68,Lucknow,Contactless,Approved,Gold,0.01,286043,32.08,3175.6,2023,9,3,Sunday,0,Small (1K-5K),1,1,0
TXN0006813,CUST00238,2024-08-06 12:00:00,Grocery,1614.23,Ahmedabad,Contactless,Approved,Classic,0.005,62363,8.07,1606.16,2024,8,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0006814,CUST00994,2023-05-29 10:01:00,Online Shopping,5060.7,Mumbai,Swipe,Approved,Gold,0.01,254976,50.61,5010.09,2023,5,2,Monday,0,Medium (5K-15K),0,1,0
TXN0006815,CUST00607,2024-09-17 23:45:00,Entertainment,851.28,Ahmedabad,Swipe,Approved,Classic,0.005,143525,4.26,847.02,2024,9,3,Tuesday,0,Micro (<1K),0,1,0
TXN0006816,CUST00839,2024-11-05 04:31:00,Fuel,1858.5,Mumbai,Swipe,Approved,Gold,0.01,200886,18.58,1839.92,2024,11,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0006817,CUST00706,2023-01-17 08:00:00,Online Shopping,3171.64,Lucknow,Online,Approved,Infinite,0.02,850132,63.43,3108.21,2023,1,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0006818,CUST00890,2023-01-25 09:15:00,Fuel,4140.84,Bengaluru,Online,Approved,Classic,0.005,109049,20.7,4120.14,2023,1,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0006819,CUST00512,2024-07-13 13:59:00,Grocery,970.99,Jaipur,Swipe,Approved,Classic,0.005,66683,4.85,966.14,2024,7,3,Saturday,0,Micro (<1K),1,1,0
TXN0006820,CUST00760,2024-01-24 13:32:00,Travel,7244.18,Ahmedabad,Swipe,Approved,Platinum,0.015,582157,108.66,7135.52,2024,1,1,Wednesday,0,Medium (5K-15K),0,1,0
TXN0006821,CUST00134,2023-11-07 14:02:00,Grocery,1833.31,Delhi,Contactless,Approved,Classic,0.005,82953,9.17,1824.14,2023,11,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0006822,CUST00693,2024-05-26 20:09:00,Dining,1393.23,Hyderabad,Contactless,Approved,Gold,0.01,163653,13.93,1379.3,2024,5,2,Sunday,0,Small (1K-5K),1,1,0
TXN0006823,CUST00360,2024-02-03 01:47:00,Fuel,2999.85,Ahmedabad,Online,Approved,Gold,0.01,292401,30.0,2969.85,2024,2,1,Saturday,0,Small (1K-5K),1,1,0
TXN0006824,CUST00207,2023-06-14 14:20:00,Dining,1571.05,Jaipur,Swipe,Reversed,Classic,0.005,58392,7.86,1563.19,2023,6,2,Wednesday,0,Small (1K-5K),0,0,0
TXN0006825,CUST00415,2024-05-03 23:32:00,Dining,608.22,Kolkata,Contactless,Approved,Gold,0.01,262666,6.08,602.14,2024,5,2,Friday,0,Micro (<1K),0,1,0
TXN0006826,CUST00398,2024-09-12 13:27:00,,6361.83,Mumbai,Online,Approved,Classic,0.005,147154,31.81,6330.02,2024,9,3,Thursday,0,Medium (5K-15K),0,1,0
TXN0006827,CUST00811,2023-07-27 13:32:00,Entertainment,1684.55,Ahmedabad,Online,Approved,Infinite,0.02,1156711,33.69,1650.86,2023,7,3,Thursday,0,Small (1K-5K),0,1,0
TXN0006828,CUST00334,2023-01-30 11:13:00,Grocery,3004.63,Mumbai,Emi,Approved,Classic,0.005,84814,15.02,2989.61,2023,1,1,Monday,0,Small (1K-5K),0,1,0
TXN0006829,CUST00020,2024-05-12 06:33:00,Dining,2385.75,Jaipur,Swipe,Approved,Classic,0.005,53478,11.93,2373.82,2024,5,2,Sunday,0,Small (1K-5K),1,1,0
TXN0006830,CUST00331,2023-03-01 17:49:00,Grocery,1021.55,Ahmedabad,Online,Approved,Classic,0.005,137782,5.11,1016.44,2023,3,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0006831,CUST00170,2024-06-22 04:12:00,Fuel,2194.5,Hyderabad,Contactless,Approved,Gold,0.01,155105,21.94,2172.56,2024,6,2,Saturday,0,Small (1K-5K),1,1,0
TXN0006832,CUST00308,2023-07-14 01:36:00,Grocery,3485.5,Lucknow,Swipe,Approved,Classic,0.005,70635,17.43,3468.07,2023,7,3,Friday,0,Small (1K-5K),0,1,0
TXN0006833,CUST00656,2024-04-16 00:05:00,Healthcare,2219.46,Hyderabad,Online,Approved,Classic,0.005,139016,11.1,2208.36,2024,4,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0006834,CUST00230,2024-09-15 18:34:00,Dining,2075.99,Hyderabad,Emi,Approved,Gold,0.01,291356,20.76,2055.23,2024,9,3,Sunday,0,Small (1K-5K),1,1,0
TXN0006835,CUST00041,2023-06-23 09:29:00,Grocery,3152.22,Pune,Swipe,Approved,Classic,0.005,99797,15.76,3136.46,2023,6,2,Friday,0,Small (1K-5K),0,1,0
TXN0006836,CUST00267,2024-05-26 01:40:00,Online Shopping,850.11,Delhi,Online,Approved,Gold,0.01,266164,8.5,841.61,2024,5,2,Sunday,0,Micro (<1K),1,1,0
TXN0006837,CUST00637,2024-12-04 14:23:00,Grocery,1261.06,Hyderabad,Contactless,Reversed,Gold,0.01,228279,12.61,1248.45,2024,12,4,Wednesday,0,Small (1K-5K),0,0,0
TXN0006838,CUST00446,2023-04-12 16:44:00,Travel,100.0,Hyderabad,Online,Approved,Platinum,0.015,356673,1.5,98.5,2023,4,2,Wednesday,0,Micro (<1K),0,1,0
TXN0006839,CUST00695,2024-02-10 04:06:00,Grocery,2772.08,Ahmedabad,Online,Approved,Classic,0.005,79389,13.86,2758.22,2024,2,1,Saturday,0,Small (1K-5K),1,1,0
TXN0006840,CUST00311,2023-01-04 18:32:00,Travel,23309.82,Delhi,Swipe,Approved,Classic,0.005,60500,116.55,23193.27,2023,1,1,Wednesday,1,Large (15K-50K),0,1,1
TXN0006841,CUST00510,2024-11-07 20:56:00,Electronics,11770.35,Ahmedabad,Swipe,Approved,Gold,0.01,227504,117.7,11652.65,2024,11,4,Thursday,0,Medium (5K-15K),0,1,1
TXN0006842,CUST00017,2024-11-02 13:53:00,Dining,1626.58,Lucknow,Contactless,Approved,Classic,0.005,80495,8.13,1618.45,2024,11,4,Saturday,0,Small (1K-5K),1,1,0
TXN0006843,CUST00601,2023-07-12 12:29:00,Grocery,3715.99,Delhi,Contactless,Approved,Classic,0.005,113517,18.58,3697.41,2023,7,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0006844,CUST00668,2024-06-24 21:11:00,Dining,2039.29,Jaipur,Online,Approved,Classic,0.005,136900,10.2,2029.09,2024,6,2,Monday,0,Small (1K-5K),0,1,0
TXN0006845,CUST00176,2024-06-01 20:41:00,Healthcare,1552.62,Jaipur,Online,Approved,Classic,0.005,81571,7.76,1544.86,2024,6,2,Saturday,0,Small (1K-5K),1,1,0
TXN0006846,CUST00725,2023-03-11 13:34:00,Fuel,3421.05,Pune,Online,Approved,Gold,0.01,231777,34.21,3386.84,2023,3,1,Saturday,0,Small (1K-5K),1,1,0
TXN0006847,CUST00272,2024-08-10 12:00:00,Electronics,19775.92,Lucknow,Online,Approved,Platinum,0.015,307737,296.64,19479.28,2024,8,3,Saturday,0,Large (15K-50K),1,1,1
TXN0006848,CUST00466,2023-01-15 12:49:00,Healthcare,3035.57,Chennai,Online,Approved,Classic,0.005,116768,15.18,3020.39,2023,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0006849,CUST00032,2024-02-13 16:43:00,Grocery,2320.67,Kolkata,Swipe,Approved,Classic,0.005,141506,11.6,2309.07,2024,2,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0006850,CUST00052,2024-06-20 02:56:00,Dining,2331.78,Ahmedabad,Contactless,Approved,Platinum,0.015,341313,34.98,2296.8,2024,6,2,Thursday,0,Small (1K-5K),0,1,0
TXN0006851,CUST00782,2023-06-13 15:37:00,Grocery,1763.94,Ahmedabad,Online,Approved,Gold,0.01,205605,17.64,1746.3,2023,6,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0006852,CUST00996,2023-02-18 09:46:00,Dining,3214.46,Bengaluru,Contactless,Approved,Classic,0.005,122102,16.07,3198.39,2023,2,1,Saturday,0,Small (1K-5K),1,1,0
TXN0006853,CUST00219,2023-06-17 11:10:00,,2932.77,Bengaluru,Online,Approved,Gold,0.01,210015,29.33,2903.44,2023,6,2,Saturday,0,Small (1K-5K),1,1,0
TXN0006854,CUST00197,2024-07-11 21:17:00,Electronics,18076.32,Chennai,Contactless,Approved,Gold,0.01,202730,180.76,17895.56,2024,7,3,Thursday,0,Large (15K-50K),0,1,1
TXN0006855,CUST00285,2024-01-22 10:32:00,Electronics,18554.48,Chennai,Contactless,Approved,Gold,0.01,252346,185.54,18368.94,2024,1,1,Monday,0,Large (15K-50K),0,1,1
TXN0006856,CUST00843,2023-01-24 13:34:00,Online Shopping,2384.9,Delhi,Online,Approved,Classic,0.005,73519,11.92,2372.98,2023,1,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0006857,CUST00208,2023-03-18 21:28:00,Grocery,1735.19,Chennai,Online,Approved,Gold,0.01,238627,17.35,1717.84,2023,3,1,Saturday,0,Small (1K-5K),1,1,0
TXN0006858,CUST00311,2024-09-03 04:10:00,Healthcare,1229.21,Mumbai,Online,Approved,Classic,0.005,60500,6.15,1223.06,2024,9,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0006859,CUST00082,2024-10-08 09:06:00,Entertainment,1357.15,Kolkata,Online,Approved,Gold,0.01,214175,13.57,1343.58,2024,10,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0006860,CUST00944,2024-11-12 19:39:00,Electronics,18561.09,Kolkata,Online,Approved,Platinum,0.015,530242,278.42,18282.67,2024,11,4,Tuesday,0,Large (15K-50K),0,1,1
TXN0006861,CUST00536,2024-04-12 19:28:00,Dining,368.93,Mumbai,Online,Approved,Platinum,0.015,548085,5.53,363.4,2024,4,2,Friday,0,Micro (<1K),0,1,0
TXN0006862,CUST00712,2023-01-09 06:07:00,Dining,2420.02,Bengaluru,Online,Approved,Gold,0.01,207138,24.2,2395.82,2023,1,1,Monday,0,Small (1K-5K),0,1,0
TXN0006863,CUST00546,2023-02-12 17:03:00,Grocery,1454.94,Ahmedabad,Online,Approved,Classic,0.005,79444,7.27,1447.67,2023,2,1,Sunday,0,Small (1K-5K),1,1,0
TXN0006864,CUST00017,2024-06-27 06:16:00,Dining,2170.63,Jaipur,Swipe,Approved,Classic,0.005,80495,10.85,2159.78,2024,6,2,Thursday,0,Small (1K-5K),0,1,0
TXN0006865,CUST00284,2024-07-26 23:00:00,Fuel,2845.8,Bengaluru,Emi,Approved,Classic,0.005,50282,14.23,2831.57,2024,7,3,Friday,0,Small (1K-5K),0,1,0
TXN0006866,CUST00079,2024-09-24 17:58:00,Grocery,4068.46,Pune,Online,Approved,Classic,0.005,133227,20.34,4048.12,2024,9,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0006867,CUST00652,2023-12-21 23:16:00,Grocery,3816.46,Pune,Online,Approved,Gold,0.01,157608,38.16,3778.3,2023,12,4,Thursday,0,Small (1K-5K),0,1,0
TXN0006868,CUST00605,2023-09-21 16:29:00,Fuel,3525.31,Pune,Swipe,Approved,Classic,0.005,107654,17.63,3507.68,2023,9,3,Thursday,0,Small (1K-5K),0,1,0
TXN0006869,CUST00914,2024-07-18 18:02:00,Fuel,2852.39,Chennai,Online,Approved,Classic,0.005,140357,14.26,2838.13,2024,7,3,Thursday,0,Small (1K-5K),0,1,0
TXN0006870,CUST00872,2023-10-06 17:15:00,Travel,13006.34,Pune,Swipe,Approved,Classic,0.005,102521,65.03,12941.31,2023,10,4,Friday,0,Medium (5K-15K),0,1,1
TXN0006871,CUST00894,2023-07-17 08:26:00,Fuel,1821.86,Pune,Online,Approved,Classic,0.005,90026,9.11,1812.75,2023,7,3,Monday,0,Small (1K-5K),0,1,0
TXN0006872,CUST00084,2023-11-22 17:24:00,Dining,1692.51,Lucknow,Swipe,Approved,Classic,0.005,110589,8.46,1684.05,2023,11,4,Wednesday,0,Small (1K-5K),0,1,0
TXN0006873,CUST00584,2024-12-09 14:58:00,Grocery,4455.35,Pune,Online,Approved,Classic,0.005,148992,22.28,4433.07,2024,12,4,Monday,0,Small (1K-5K),0,1,0
TXN0006874,CUST00461,2024-10-11 04:24:00,Dining,1621.94,Ahmedabad,Online,Approved,Classic,0.005,86517,8.11,1613.83,2024,10,4,Friday,0,Small (1K-5K),0,1,0
TXN0006875,CUST00184,2023-03-03 05:06:00,Electronics,17953.7,Pune,Online,Declined,Platinum,0.015,365934,269.31,17684.39,2023,3,1,Friday,0,Large (15K-50K),0,0,1
TXN0006876,CUST00676,2023-08-10 02:42:00,Online Shopping,8190.56,Bengaluru,Swipe,Approved,Infinite,0.02,652727,163.81,8026.75,2023,8,3,Thursday,0,Medium (5K-15K),0,1,0
TXN0006877,CUST00135,2024-05-31 22:01:00,Grocery,2220.01,Kolkata,Swipe,Approved,Platinum,0.015,590049,33.3,2186.71,2024,5,2,Friday,0,Small (1K-5K),0,1,0
